distribution_key,line_condition,samp_perc,psnr_db_weighted,ssim_weighted,pixel_mae_weighted,psnr_db_original,ssim_original,pixel_mae_original,_merge,psnr_db_weighted_minus_original,ssim_weighted_minus_original,pixel_mae_weighted_minus_original
k2_sunset_beach,unconditioned,0.00125,19.721483138045798,0.873476848312203,0.07191772262255351,23.451259467910766,0.9463827259359677,0.04340390041470528,both,-3.7297763298649684,-0.07290587762376477,0.028513822207848233
k2_sunset_beach,unconditioned,0.0025,,,,26.795387619664165,0.9758648196957018,0.029435884207487106,right_only,,,
k2_sunset_beach,unconditioned,0.005,,,,28.10066600471123,0.9823846770743112,0.02470121830701828,right_only,,,
k2_sunset_beach,unconditioned,0.01,18.189641124326712,0.8699651409068314,0.10420563258230686,28.921651798729975,0.9854778497260703,0.021896790713071823,both,-10.732010674403263,-0.11551270881923892,0.08230884186923504
k4_cat,cfg1,0.00125,,,,21.284181206811805,0.9127349164229505,0.056651074439287186,right_only,,,
k4_cat,cfg1,0.0025,,,,24.36714318360868,0.9575084775396807,0.037826159968972206,right_only,,,
k4_cat,cfg1,0.005,,,,26.126089606912377,0.972027111516309,0.03101157583296299,right_only,,,
k4_cat,cfg1,0.01,,,,27.967341253804214,0.9818549073894444,0.024640432558953762,right_only,,,
k4_cat,cfg3,0.00125,,,,20.504653827229987,0.8972961495827761,0.0647418312728405,right_only,,,
k4_cat,cfg3,0.0025,,,,24.411284934953766,0.957444359880663,0.03683934547007084,right_only,,,
k4_cat,cfg3,0.005,,,,25.18760548441723,0.9638135310029211,0.03591756708920002,right_only,,,
k4_cat,cfg3,0.01,,,,27.913594611707197,0.981658831967194,0.024887055158615112,right_only,,,
k4_cat,cfg5,0.00125,,,,20.955623471184644,0.9045735727278101,0.05498493276536465,right_only,,,
k4_cat,cfg5,0.0025,,,,23.55929017876783,0.9482793463141358,0.04204917326569557,right_only,,,
k4_cat,cfg5,0.005,,,,25.24381862746938,0.9652154359963587,0.034947749227285385,right_only,,,
k4_cat,cfg5,0.01,,,,26.96180488907983,0.9766253604797115,0.027765970677137375,right_only,,,
k4_cat,cfg7p5,0.00125,,,,20.752896796139392,0.9010392049379412,0.058414336293935776,right_only,,,
k4_cat,cfg7p5,0.0025,,,,21.788722030296174,0.9205333296890551,0.05140815079212189,right_only,,,
k4_cat,cfg7p5,0.005,,,,22.968194869767824,0.9386875206739692,0.0439373254776001,right_only,,,
k4_cat,cfg7p5,0.01,,,,25.706052621130233,0.9690021615371756,0.03293743468821049,right_only,,,
k4_cat,unconditioned,0.00125,18.963675907593586,0.8473443958326173,0.07604276140530904,21.5931124338229,0.9152889531523118,0.053550495952367785,both,-2.6294365262293127,-0.06794455731969451,0.02249226545294125
k4_cat,unconditioned,0.0025,,,,22.943056157157066,0.9372485803904468,0.04571547508239746,right_only,,,
k4_cat,unconditioned,0.005,,,,26.015146323761957,0.9707976851069298,0.03125354200601578,right_only,,,
k4_cat,unconditioned,0.01,17.657248647559513,0.8598729515536456,0.10914459638297558,27.74184958882102,0.9808129755569437,0.025429683178663252,both,-10.084600941261506,-0.12094002400329806,0.08371491320431232
