sampling_method,sampling_condition,reconstruction_condition,samp_perc,psnr_db_weighted,ssim_weighted,pixel_mae_weighted,grain_weighted,runtime_sec_weighted,psnr_db_original,ssim_original,pixel_mae_original,grain_original,runtime_sec_original,_merge,psnr_db_weighted_minus_original,ssim_weighted_minus_original,pixel_mae_weighted_minus_original,grain_weighted_minus_original,runtime_sec_weighted_minus_original
cs,k1_daytime_beach,unprompted,0.005,,,,,,27.273898524322952,0.9783093067239156,0.027279745042324065,0.004724001046270132,11581.403154087067,right_only,,,,,
cs,k1_daytime_beach,unprompted,0.01,17.900823866866,0.8541738885651433,0.10507965832948685,0.006247807014733553,9353.05879383087,28.201429591669854,0.9827402497585043,0.02403593249619007,0.005060027819126844,13537.595627593993,both,-10.300605724803855,-0.12856636119336096,0.08104372583329678,0.0011877791956067087,-4184.536833763123
cs,k2_sunset_beach,cat,0.00125,,,,,,22.8899055652266,0.9340499707099574,0.04783877283334732,0.0023318649502471088,4880.237625646591,right_only,,,,,
cs,k2_sunset_beach,cat,0.0025,,,,,,25.783157661109858,0.9692309085524554,0.03266514241695404,0.0031925591640174387,5616.6984395980835,right_only,,,,,
cs,k2_sunset_beach,cat,0.005,,,,,,26.504972227397275,0.9731815534516904,0.030403431877493857,0.0034316825214773415,6682.704401874542,right_only,,,,,
cs,k2_sunset_beach,cat,0.01,13.29998220228969,0.6954628407064555,0.19386771693825722,0.00391738663893193,9030.938793361187,27.643715356654308,0.979504691425948,0.026048697903752326,0.0036803433205932377,6447.324008083344,both,-14.343733154364617,-0.2840418507194925,0.16781901903450488,0.00023704331833869236,2583.614785277843
cs,k2_sunset_beach,daytime_beach,0.00125,,,,,,22.171714894053594,0.9285207588358162,0.0500636488199234,0.001974539877846837,4281.050529146194,right_only,,,,,
cs,k2_sunset_beach,daytime_beach,0.0025,,,,,,24.72334063746982,0.9608351816255473,0.03747919350862503,0.0029025354888290167,4185.029537963867,right_only,,,,,
cs,k2_sunset_beach,daytime_beach,0.005,,,,,,25.62507766362229,0.968380747620618,0.03333956114947796,0.0032370360102504494,4597.241082668304,right_only,,,,,
cs,k2_sunset_beach,daytime_beach,0.01,18.25000316042988,0.8653461427461513,0.09638894945383072,0.005599530506879091,3439.433553028107,26.26650381787487,0.9719771211898379,0.031999482214450835,0.0037456909660249947,4039.8030026435854,both,-8.01650065744499,-0.10663097844368663,0.06438946723937988,0.0018538395408540962,-600.3694496154785
cs,k2_sunset_beach,sunset_beach,0.00125,,,,,,22.345284205401242,0.9267634826111859,0.047010836005210874,0.00207238607108593,5103.908788156509,right_only,,,,,
cs,k2_sunset_beach,sunset_beach,0.0025,,,,,,24.322475560053768,0.9568280485383541,0.03986193239688873,0.0029446899890899656,4554.780799198151,right_only,,,,,
cs,k2_sunset_beach,sunset_beach,0.005,,,,,,24.241144398934367,0.9534821128261213,0.040575424954295156,0.00385207780636847,3290.9782128334045,right_only,,,,,
cs,k2_sunset_beach,sunset_beach,0.01,17.755107560087364,0.8672065464187654,0.10553384870290757,0.0058560588397085665,5469.40676240921,26.289746211240328,0.971773561160669,0.030750028789043427,0.003858791012316942,4632.848821878433,both,-8.534638651152964,-0.10456701474190366,0.07478381991386414,0.0019972678273916245,836.5579405307772
cs,k2_sunset_beach,unprompted,0.00125,19.988248481372455,0.8794216627392274,0.06963710337877274,0.006851293612271547,13431.97205696106,23.451259467910766,0.9463827259359677,0.04340390041470528,0.00405367105267942,10195.3489716053,both,-3.463010986538311,-0.06696106319674033,0.026233202964067462,0.0027976225595921275,3236.623085355759
cs,k2_sunset_beach,unprompted,0.0025,21.16008069578573,0.9094969774187216,0.06133182197809219,0.008454917091876268,12592.138408184052,26.795387619664165,0.9758648196957018,0.029435884207487106,0.004687648918479681,7286.855248880386,both,-5.635306923878435,-0.06636784227698023,0.031895937770605086,0.003767268173396587,5305.283159303665
cs,k2_sunset_beach,unprompted,0.005,22.688306472326286,0.9385470177110585,0.05260529120763143,0.010402298532426357,14155.598359425863,28.10066600471123,0.9823846770743112,0.02470121830701828,0.0055403575301170346,13549.083233833313,both,-5.412359532384944,-0.04383765936325268,0.027904072900613152,0.004861941002309323,606.5151255925502
cs,k2_sunset_beach,unprompted,0.01,18.019123856439716,0.8712608676356742,0.10661064684391022,0.007576628681272268,10205.993523550034,28.921651798729975,0.9854778497260703,0.021896790713071823,0.005120949819684029,13531.971054744721,both,-10.90252794229026,-0.1142169820903961,0.0847138561308384,0.0024556788615882393,-3325.977531194687
cs,k4_cat,cat,0.00125,,,,,,21.223505367225446,0.9067316859207322,0.054011762142181396,0.0016537727089598775,4712.347737121582,right_only,,,,,
cs,k4_cat,cat,0.0025,,,,,,22.53917932812432,0.9316306971712838,0.04806631952524185,0.0020767082925885914,5458.930562925339,right_only,,,,,
cs,k4_cat,cat,0.005,,,,,,24.064089873999727,0.9522321414985815,0.03958442658185959,0.0025776071939617395,5998.736066007614,right_only,,,,,
